review_text,sentiment
This keyboard is terrible. Would not recommend.,negative
Not bad camera. Meets basic requirements.,neutral
The charger is fine. Meets basic requirements.,neutral
Brilliant charger! Great value for money.,positive
The camera is fine. Decent for the price.,neutral
Worst smartwatch ever. Not as described.,negative
Fantastic hard drive! Better than expected.,positive
Excellent printer! Exactly what I wanted.,positive
Great router with great battery life. Better than expected.,positive
This charger is okay. Nothing special.,neutral
Waste of money on this hard drive. Very misleading.,negative
Useless camera. Poor quality.,negative
Worst smartphone ever. Would not recommend.,negative
Brilliant powerbank! Will buy again!,positive
Decent earphones. As expected.,neutral
Brilliant powerbank! Highly recommended!,positive
Superb router. Exactly what I wanted.,positive
Great speaker with excellent build quality. Will buy again!,positive
Fantastic router! Exceeded my expectations.,positive
Regret buying this printer. Complete waste of money.,negative
Usual hard drive. Acceptable quality.,neutral
Outstanding mouse. Great value for money.,positive
Usual smartphone. Could be better.,neutral
Excellent charger! Exceeded my expectations.,positive
This printer is okay. Meets basic requirements.,neutral
Standard printer. Acceptable quality.,neutral
Fantastic smartphone! Couldn't be happier!,positive
Poor quality laptop. Very disappointed.,negative
Basic tablet. As expected.,neutral
Bad keyboard. Poor quality.,negative
Average microphone. As expected.,neutral
Standard printer. Acceptable quality.,neutral
The smartwatch is fine. Average quality.,neutral
Excellent memory card! Exactly what I wanted.,positive
Decent laptop. Average quality.,neutral
This smartwatch is amazing! Couldn't be happier!,positive
Outstanding camera. Highly recommended!,positive
Outstanding memory card. Great value for money.,positive
Horrible charger. Would not recommend.,negative
Decent powerbank. Standard features.,neutral
Decent smartphone. Could be better.,neutral
Poor quality camera. Terrible experience.,negative
Awful camera! Not worth the price.,negative
"Basic printer. Not bad, not great.",neutral
Awful microphone! Poor quality.,negative
"Acceptable keyboard. Not bad, not great.",neutral
Usual laptop. Standard features.,neutral
Fantastic smartwatch! Will buy again!,positive
Outstanding charger. Perfect for my needs.,positive
Bad tablet. Complete waste of money.,negative
I love this earphones. Will buy again!,positive
Regret buying this headphones. Would not recommend.,negative
Disappointing smartwatch. Not as described.,negative
Regular speaker. Standard features.,neutral
Acceptable keyboard. Meets basic requirements.,neutral
This webcam is terrible. Not worth the price.,negative
Wonderful webcam! Exactly what I wanted.,positive
Brilliant router! Exceeded my expectations.,positive
Horrible speaker. Complete waste of money.,negative
Acceptable keyboard. Serves its purpose.,neutral
Superb router. Exceeded my expectations.,positive
Awful earphones! Regret the purchase.,negative
This smartphone is okay. Average quality.,neutral
Wonderful monitor! Perfect for my needs.,positive
Waste of money on this mouse. Not as described.,negative
Regret buying this mouse. Stay away from this.,negative
Worst hard drive ever. Stay away from this.,negative
Horrible monitor. Poor quality.,negative
Useless powerbank. Poor quality.,negative
"This tablet is okay. Not bad, not great.",neutral
Not bad mouse. Decent for the price.,neutral
Great smartwatch with beautiful design. Worth every penny!,positive
The camera is fine. Standard features.,neutral
Not bad keyboard. Standard features.,neutral
Basic powerbank. Decent for the price.,neutral
Brilliant smartwatch! Exactly what I wanted.,positive
Wonderful microphone! Worth every penny!,positive
I love this charger. Couldn't be happier!,positive
Horrible laptop. Complete waste of money.,negative
"Acceptable printer. Not bad, not great.",neutral
Horrible mouse. Not as described.,negative
Useless hard drive. Poor quality.,negative
Brilliant speaker! Exceeded my expectations.,positive
This hard drive is terrible. Not worth the price.,negative
Worst cable ever. Terrible experience.,negative
Regret buying this mouse. Complete waste of money.,negative
I love this microphone. Worth every penny!,positive
Acceptable headphones. Serves its purpose.,neutral
This printer is terrible. Very misleading.,negative
This headphones is okay. Nothing special.,neutral
Superb camera. Couldn't be happier!,positive
Waste of money on this memory card. Complete waste of money.,negative
Excellent cable! Highly recommended!,positive
Standard microphone. Meets basic requirements.,neutral
The powerbank is fine. Standard features.,neutral
"Acceptable webcam. Not bad, not great.",neutral
Useless charger. Very disappointed.,negative
Waste of money on this webcam. Complete waste of money.,negative
Basic hard drive. Meets basic requirements.,neutral
Usual printer. Could be better.,neutral
Regret buying this memory card. Not worth the price.,negative
"Decent monitor. Not bad, not great.",neutral
Best printer I've ever used. Perfect for my needs.,positive
Wonderful microphone! Exceeded my expectations.,positive
Best earphones I've ever used. Worth every penny!,positive
Outstanding smartwatch. Perfect for my needs.,positive
Outstanding keyboard. Highly recommended!,positive
This smartphone is okay. Average quality.,neutral
Horrible monitor. Poor quality.,negative
Waste of money on this microphone. Complete waste of money.,negative
"Regular mouse. Not bad, not great.",neutral
This webcam is terrible. Regret the purchase.,negative
Acceptable laptop. Average quality.,neutral
Not bad powerbank. Could be better.,neutral
Fantastic printer! Will buy again!,positive
"This mouse is okay. Not bad, not great.",neutral
Great earphones with reliable performance. Great value for money.,positive
Poor quality powerbank. Very misleading.,negative
This speaker is amazing! Couldn't be happier!,positive
Standard keyboard. As expected.,neutral
I love this memory card. Very satisfied with the purchase.,positive
Excellent keyboard! Couldn't be happier!,positive
Awful speaker! Not as described.,negative
Awful keyboard! Terrible experience.,negative
Best powerbank I've ever used. Better than expected.,positive
Disappointing cable. Terrible experience.,negative
I love this webcam. Couldn't be happier!,positive
Not bad webcam. Decent for the price.,neutral
The cable is fine. Acceptable quality.,neutral
Decent memory card. Could be better.,neutral
Decent camera. Could be better.,neutral
Horrible monitor. Very misleading.,negative
Bad earphones. Stay away from this.,negative
Decent headphones. Average quality.,neutral
Superb powerbank. Great value for money.,positive
Great mouse with premium feel. Exactly what I wanted.,positive
Excellent powerbank! Better than expected.,positive
Superb microphone. Better than expected.,positive
Superb mouse. Perfect for my needs.,positive
Basic memory card. As expected.,neutral
Usual hard drive. Could be better.,neutral
Acceptable smartphone. Meets basic requirements.,neutral
This monitor is amazing! Worth every penny!,positive
The microphone is fine. Acceptable quality.,neutral
Excellent mouse! Exceeded my expectations.,positive
Fantastic earphones! Better than expected.,positive
Poor quality tablet. Complete waste of money.,negative
Regular mouse. Acceptable quality.,neutral
The camera is fine. As expected.,neutral
Average speaker. Average quality.,neutral
Worst tablet ever. Terrible experience.,negative
Fantastic charger! Highly recommended!,positive
The smartwatch is fine. Nothing special.,neutral
Average powerbank. Acceptable quality.,neutral
Regret buying this powerbank. Not worth the price.,negative
Superb microphone. Exceeded my expectations.,positive
Great mouse with crystal clear display. Better than expected.,positive
Waste of money on this tablet. Not worth the price.,negative
I love this keyboard. Worth every penny!,positive
Regular microphone. Serves its purpose.,neutral
Fantastic mouse! Perfect for my needs.,positive
Waste of money on this camera. Regret the purchase.,negative
Regret buying this router. Very disappointed.,negative
Brilliant mouse! Better than expected.,positive
Great keyboard with beautiful design. Highly recommended!,positive
Best speaker I've ever used. Perfect for my needs.,positive
Regret buying this smartwatch. Terrible experience.,negative
